customerID,Churn,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,Charges.Monthly,Charges.Total,Cuentas_Diarias,PaymentMethod_bank transfer (automatic),PaymentMethod_credit card (automatic),PaymentMethod_electronic check,PaymentMethod_mailed check,ServiciosContratados,Cancelacion
2003cklor,1,0,0,0,0,66,1,0,2,0,1,1,0,1,1,0,0,99.5,6710.5,3.316666666666667,False,False,True,False,5,Canceló
2004ocqxk,1,1,0,0,0,1,1,0,2,0,0,0,0,0,1,0,1,81.95,81.95,2.731666666666667,False,False,True,False,2,Canceló
2005dwqzj,0,1,0,1,1,8,1,0,0,0,0,0,0,0,0,2,0,19.05,201.7,0.635,False,False,False,True,1,No Canceló
2007qvgaw,0,1,0,1,1,68,1,0,0,0,0,0,0,0,0,2,1,19.35,1292.65,0.645,True,False,False,False,1,No Canceló
2011trqye,1,0,0,0,0,18,0,0,1,0,1,1,0,0,0,0,1,33.5,600.0,1.1166666666666667,False,True,False,False,2,Canceló
2012nwrpa,1,1,1,1,0,11,1,1,2,0,0,1,0,1,1,0,1,99.55,1131.2,3.3183333333333334,False,False,True,False,5,Canceló
2013sgdxk,1,1,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,84.3,84.3,2.81,False,False,True,False,3,Canceló
2014mkgmh,0,1,0,0,0,46,1,1,2,0,0,1,0,1,1,1,1,101.1,4674.4,3.3699999999999997,False,False,True,False,5,No Canceló
2017ccblh,0,1,0,0,0,8,1,0,0,0,0,0,0,0,0,2,0,20.0,141.6,0.6666666666666666,False,False,False,True,1,No Canceló
2018pzkmu,0,0,0,1,1,9,1,0,2,0,0,1,1,1,1,0,0,103.1,970.45,3.4366666666666665,False,False,True,False,5,No Canceló
2018qkygt,0,0,0,1,1,1,1,0,2,0,0,0,0,0,1,0,1,81.05,81.05,2.7016666666666667,False,False,True,False,2,No Canceló
2019hdczy,0,0,0,1,0,63,1,1,2,0,0,1,0,1,1,2,0,102.6,6296.75,3.42,False,False,True,False,5,No Canceló
2023vqfdl,0,0,0,0,0,18,1,0,0,0,0,0,0,0,0,0,0,19.0,348.8,0.6333333333333333,False,False,True,False,1,No Canceló
2024baskd,1,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,74.6,74.6,2.4866666666666664,False,False,False,True,2,Canceló
2025jkfwi,1,0,0,0,0,13,1,1,2,0,0,0,1,1,1,0,1,99.0,1301.7,3.3,False,False,False,True,5,Canceló
2026tgdhm,1,1,0,0,0,7,1,0,2,0,0,0,0,0,1,0,1,79.3,523.15,2.643333333333333,False,False,True,False,2,Canceló
2027cwdnu,0,0,0,1,1,18,1,0,2,0,0,0,1,0,1,0,1,85.6,1601.5,2.853333333333333,False,False,True,False,3,No Canceló
2027dnkiv,0,0,0,1,1,37,1,0,1,1,0,1,1,0,0,1,1,58.75,2203.1,1.9583333333333333,False,False,False,True,4,No Canceló
2027feczv,1,0,0,0,0,12,1,1,2,0,1,1,0,1,1,0,1,106.7,1253.9,3.5566666666666666,False,False,True,False,6,Canceló
2027oaqqc,1,1,0,0,0,43,0,0,1,0,0,1,0,1,1,0,1,49.05,2076.2,1.635,True,False,False,False,3,Canceló
2027wkxmw,0,1,0,1,0,63,1,1,2,0,1,1,1,1,1,0,1,108.75,6871.7,3.625,False,False,True,False,7,No Canceló
2030btzro,0,0,0,1,1,6,1,0,0,0,0,0,0,0,0,2,1,20.4,107.6,0.6799999999999999,False,True,False,False,1,No Canceló
2034cgrhz,1,0,1,0,0,24,1,1,2,0,1,1,0,1,1,0,1,102.95,2496.7,3.4316666666666666,False,True,False,False,6,Canceló
2034gdrcn,1,1,0,0,0,2,1,0,2,0,0,0,0,1,1,0,1,90.4,168.2,3.0133333333333336,False,False,True,False,3,Canceló
2037sgxhh,1,0,0,1,1,38,1,1,2,0,1,1,0,1,0,0,1,94.65,3624.3,3.1550000000000002,False,False,True,False,5,Canceló
2037xjfup,1,0,0,1,0,33,1,0,2,0,0,1,0,1,1,1,1,95.8,3036.75,3.1933333333333334,False,False,True,False,4,Canceló
2038llmlm,0,1,0,0,0,48,1,1,2,0,0,1,1,1,1,0,1,103.85,4946.05,3.4616666666666664,False,False,True,False,6,No Canceló
2038oeqzh,0,0,0,0,0,4,1,0,2,0,0,1,0,0,1,0,0,86.05,308.1,2.868333333333333,False,False,True,False,3,No Canceló
2038yseze,0,1,0,0,0,29,1,1,1,1,1,0,1,0,0,0,0,67.45,1801.1,2.2483333333333335,False,False,False,True,5,No Canceló
2039jondj,0,0,0,0,0,27,1,0,1,1,1,0,0,0,0,1,0,55.45,1477.65,1.8483333333333334,True,False,False,False,3,No Canceló
2040ldiwq,0,0,0,1,1,65,1,1,1,0,1,1,1,1,1,2,1,84.2,5324.5,2.8066666666666666,True,False,False,False,7,No Canceló
2040obmlj,0,0,0,0,0,31,1,1,2,0,0,0,1,0,0,1,0,81.7,2548.65,2.7233333333333336,False,True,False,False,3,No Canceló
2040vzike,0,1,0,1,0,49,1,1,2,1,0,0,0,1,1,0,1,100.85,4847.35,3.3616666666666664,False,False,False,True,5,No Canceló
2040xbavj,0,0,0,1,1,72,1,1,2,1,1,1,1,1,1,2,0,114.45,8100.55,3.815,True,False,False,False,8,No Canceló
2041jijci,0,1,0,0,0,5,1,1,1,0,1,0,0,0,1,0,1,64.0,370.25,2.1333333333333333,False,False,True,False,4,No Canceló
2043wvtqj,0,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,55.7,55.7,1.8566666666666667,False,False,False,True,3,No Canceló
2045bmbtj,0,1,1,0,0,33,0,0,1,1,1,1,0,1,1,0,1,59.45,1884.65,1.9816666666666667,True,False,False,False,5,No Canceló
2049bafnw,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,35.9,35.9,1.1966666666666665,False,False,False,True,2,No Canceló
2050onydq,0,1,0,1,1,65,1,1,0,0,0,0,0,0,0,2,0,26.0,1654.85,0.8666666666666667,False,True,False,False,2,No Canceló
2054pjock,0,1,0,0,0,60,1,1,1,0,0,1,1,1,1,1,0,80.55,4847.05,2.685,False,True,False,False,6,No Canceló
2055bfocc,0,0,1,1,0,63,1,0,1,1,1,1,1,1,1,1,1,84.0,5329.55,2.8,True,False,False,False,7,No Canceló
2055pdadh,1,1,1,0,0,3,1,0,2,0,0,0,0,0,0,0,1,70.4,204.7,2.3466666666666667,False,False,True,False,1,Canceló
2055sifss,0,1,1,1,0,55,1,1,1,0,0,0,0,0,0,0,0,51.65,2838.55,1.7216666666666667,True,False,False,False,2,No Canceló
2056evgzl,0,0,0,1,1,68,1,0,2,0,1,1,1,1,1,1,0,105.75,7322.5,3.525,False,True,False,False,6,No Canceló
2057boykm,0,1,1,1,0,72,1,1,2,1,1,1,1,0,0,2,1,96.6,6827.5,3.2199999999999998,True,False,False,False,6,No Canceló
2057zblpd,1,1,0,1,0,21,1,1,2,0,0,0,0,0,1,0,1,86.5,1808.7,2.8833333333333333,False,False,True,False,3,Canceló
2058dcjbe,1,0,0,0,0,5,1,0,2,0,0,0,0,0,0,0,1,69.75,324.6,2.325,False,False,True,False,1,Canceló
2061vvfst,0,1,0,1,0,37,1,0,0,0,0,0,0,0,0,0,0,19.5,805.2,0.65,True,False,False,False,1,No Canceló
2065mmkgr,0,1,0,0,0,29,1,1,1,0,0,0,0,1,1,1,1,71.0,2080.1,2.3666666666666667,False,True,False,False,4,No Canceló
2067qytcf,0,1,0,1,0,64,1,1,2,0,1,1,1,1,1,0,1,111.15,6953.4,3.705,False,False,True,False,7,No Canceló
2068wwxqz,0,0,0,0,0,46,1,0,0,0,0,0,0,0,0,2,0,20.05,902.0,0.6683333333333333,True,False,False,False,1,No Canceló
2070fnexe,1,1,1,0,0,7,1,0,2,1,0,0,0,0,0,0,0,76.45,503.6,2.5483333333333333,True,False,False,False,2,Canceló
2070xymfh,0,1,1,0,0,23,1,1,2,0,0,1,0,0,0,0,1,79.35,1835.3,2.645,False,False,False,True,3,No Canceló
2072zvjjx,0,0,0,1,0,68,1,1,0,0,0,0,0,0,0,2,0,25.25,1728.2,0.8416666666666667,True,False,False,False,2,No Canceló
2073qbvbi,0,1,0,1,0,41,0,0,1,0,1,0,1,0,0,1,0,35.45,1391.65,1.1816666666666669,False,False,False,True,2,No Canceló
2074gkowz,1,0,0,1,1,2,1,0,2,0,0,0,0,1,1,0,1,89.55,185.55,2.985,True,False,False,False,3,Canceló
2074guhpq,0,1,0,0,1,17,1,1,2,0,1,1,1,0,0,0,1,92.7,1556.85,3.0900000000000003,False,True,False,False,5,No Canceló
2075puepr,0,0,0,1,1,55,1,0,0,0,0,0,0,0,0,2,0,19.35,1153.25,0.645,True,False,False,False,1,No Canceló
2075rmjik,0,1,0,1,1,5,1,0,1,1,0,0,0,0,0,0,1,49.4,232.55,1.6466666666666667,False,False,False,True,2,No Canceló
2077ddhjk,0,1,0,1,0,68,1,1,1,1,1,1,1,0,0,2,0,70.9,4911.35,2.3633333333333337,False,True,False,False,6,No Canceló
2077mpjqo,0,0,1,1,0,7,1,1,2,0,0,0,0,0,0,0,1,75.4,533.05,2.5133333333333336,False,False,True,False,2,No Canceló
2079fbmzk,1,1,0,0,0,6,1,0,2,0,0,0,0,0,0,0,1,69.25,418.4,2.308333333333333,False,False,False,True,1,Canceló
2080caznm,0,1,1,0,0,41,1,1,2,0,1,1,0,1,1,0,1,104.4,4133.95,3.48,False,False,True,False,6,No Canceló
2080gkcwq,0,0,0,0,0,2,1,0,2,0,1,0,0,0,0,0,0,74.95,151.75,2.4983333333333335,False,False,True,False,2,No Canceló
2080srcde,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,25.4,25.4,0.8466666666666666,False,False,False,True,2,No Canceló
2081kjsqf,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,20.25,20.25,0.675,False,False,False,True,1,No Canceló
2081veyeh,0,0,0,0,0,3,1,0,2,0,1,1,1,1,1,0,1,107.95,318.6,3.5983333333333336,False,False,True,False,6,No Canceló
2082ceflt,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,45.6,45.6,1.52,False,False,True,False,1,Canceló
2082ojvtk,1,0,0,1,1,29,1,1,2,0,0,1,0,0,1,0,1,89.2,2698.35,2.9733333333333336,False,False,True,False,4,Canceló
2085bojki,0,0,0,1,0,17,1,0,2,0,0,1,0,1,1,1,1,96.65,1588.25,3.2216666666666667,True,False,False,False,4,No Canceló
2085jvgad,0,0,0,1,0,37,1,0,0,0,0,0,0,0,0,0,0,20.35,697.65,0.6783333333333333,True,False,False,False,1,No Canceló
2087qarey,0,1,0,1,0,22,1,0,1,0,1,1,0,0,0,0,1,54.7,1178.75,1.8233333333333335,False,False,False,True,3,No Canceló
2088iebau,0,1,0,0,0,68,1,1,1,1,1,1,1,1,1,2,1,88.15,6148.45,2.9383333333333335,False,False,True,False,8,No Canceló
2091gppiq,0,1,0,1,1,72,1,1,1,0,1,0,1,1,1,2,1,78.95,5730.15,2.631666666666667,False,False,True,False,6,No Canceló
2091mjtfx,1,1,0,1,1,30,0,0,1,0,0,0,1,1,1,0,0,51.2,1561.5,1.7066666666666668,False,True,False,False,3,Canceló
2091rffba,1,1,1,0,0,31,1,1,2,0,0,0,0,0,0,0,1,73.9,2217.15,2.4633333333333334,False,False,True,False,2,Canceló
2096xotmo,0,1,0,1,1,16,1,0,0,0,0,0,0,0,0,0,0,19.35,275.9,0.645,False,False,False,True,1,No Canceló
2097yvpkn,0,0,0,0,0,65,1,1,0,0,0,0,0,0,0,2,0,25.75,1654.75,0.8583333333333333,False,False,False,True,2,No Canceló
2100bdnsn,1,1,0,1,0,5,1,1,1,0,0,1,1,1,0,0,0,67.95,350.3,2.265,True,False,False,False,5,Canceló
2101rancd,0,1,0,0,0,55,1,1,2,0,0,0,0,0,0,0,1,73.1,4144.9,2.4366666666666665,False,False,True,False,2,No Canceló
2103zrxfn,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,50.75,50.75,1.6916666666666667,False,False,False,True,2,No Canceló
2105phwon,0,1,0,1,0,33,1,1,2,0,0,1,1,0,1,0,1,95.0,3008.15,3.1666666666666665,False,True,False,False,5,No Canceló
2107fbptk,0,1,1,0,0,30,1,1,2,0,1,1,0,1,1,0,1,104.1,3121.1,3.4699999999999998,False,False,True,False,6,No Canceló
2108glpqb,0,0,0,1,0,25,1,1,1,0,0,1,0,0,0,0,0,55.55,1405.3,1.8516666666666666,False,True,False,False,3,No Canceló
2108xwmpy,1,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,1,35.45,106.85,1.1816666666666669,False,False,False,True,2,Canceló
2108ykqty,1,1,0,0,0,4,1,0,1,0,1,0,0,0,0,0,0,50.7,151.3,1.6900000000000002,False,True,False,False,2,Canceló
2111dwyhn,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,21.1,21.1,0.7033333333333334,False,False,False,True,1,No Canceló
2114mgina,1,1,0,0,0,14,1,0,2,0,0,0,0,1,1,0,1,89.8,1129.1,2.993333333333333,False,False,False,True,3,Canceló
2115bftiw,1,0,0,0,0,25,1,0,2,0,0,0,0,0,0,0,0,70.95,1767.35,2.365,False,False,False,True,1,Canceló
2120smpex,0,0,0,0,0,25,1,0,0,0,0,0,0,0,0,0,1,20.15,536.35,0.6716666666666666,False,False,False,True,1,No Canceló
2121jafom,0,1,0,1,0,72,1,1,2,1,1,1,1,1,1,2,1,115.55,8312.4,3.8516666666666666,False,True,False,False,8,No Canceló
2122szzzd,0,0,0,0,0,44,1,0,0,0,0,0,0,0,0,1,0,19.5,835.5,0.65,False,True,False,False,1,No Canceló
2122ywvya,0,1,0,0,0,18,1,0,2,1,0,0,0,0,0,0,1,75.4,1380.4,2.5133333333333336,False,False,True,False,2,No Canceló
2123ageen,0,1,1,0,0,7,1,0,2,0,0,1,0,1,0,0,1,84.35,609.65,2.8116666666666665,False,False,True,False,3,No Canceló
2123vscot,0,1,0,1,1,59,1,1,1,0,0,1,1,1,0,2,1,72.1,4194.85,2.4033333333333333,True,False,False,False,5,No Canceló
2126gsegl,0,1,0,1,0,70,1,1,1,0,1,1,1,1,1,2,1,84.8,5917.55,2.8266666666666667,True,False,False,False,7,No Canceló
2129alkbs,0,1,0,1,1,40,1,1,0,0,0,0,0,0,0,0,1,26.2,1077.5,0.8733333333333333,False,False,True,False,2,No Canceló
2133tsrrm,0,1,0,0,1,34,1,0,2,1,1,1,0,1,1,0,1,105.35,3688.6,3.5116666666666663,True,False,False,False,6,No Canceló
2135dqwaq,0,1,0,0,0,5,1,0,2,0,1,0,0,1,0,0,1,85.3,420.45,2.8433333333333333,False,False,False,True,3,No Canceló
2135rxihg,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,45.65,45.65,1.5216666666666667,False,False,True,False,1,Canceló
2137dqmev,0,0,0,1,1,68,0,0,1,1,1,0,0,1,0,1,0,44.8,2983.65,1.4933333333333332,False,False,False,True,3,No Canceló
2138vfapz,0,1,0,1,1,14,1,0,0,0,0,0,0,0,0,2,1,19.7,263.65,0.6566666666666666,False,False,False,True,1,No Canceló
2139fqhlm,0,0,0,0,0,19,1,0,2,0,0,1,1,1,0,0,0,89.95,1682.4,2.9983333333333335,False,False,False,True,4,No Canceló
2141rrygo,1,1,0,0,0,4,1,0,1,0,1,0,0,1,1,0,1,68.65,261.25,2.2883333333333336,True,False,False,False,4,Canceló
2143ljult,0,1,0,1,0,67,1,1,0,0,0,0,0,0,0,2,1,25.25,1733.15,0.8416666666666667,False,True,False,False,2,No Canceló
2144bfdso,0,1,1,1,0,50,1,1,2,1,1,1,0,1,1,0,0,108.75,5431.9,3.625,True,False,False,False,7,No Canceló
2144eswko,0,0,0,0,0,43,0,0,1,1,0,1,0,0,0,1,1,35.2,1463.7,1.1733333333333333,False,True,False,False,2,No Canceló
2146egvdt,0,0,0,1,1,59,1,0,0,0,0,0,0,0,0,2,0,19.3,1192.7,0.6433333333333333,False,True,False,False,1,No Canceló
2150oegbv,0,0,0,0,0,27,1,0,0,0,0,0,0,0,0,1,0,20.1,562.6,0.67,True,False,False,False,1,No Canceló
2150uwtfy,1,1,0,1,1,22,1,0,1,1,1,1,0,0,0,0,0,61.15,1422.05,2.038333333333333,False,False,False,True,4,Canceló
2150wlkuw,0,1,0,1,0,40,1,1,1,0,1,0,0,1,0,1,0,63.9,2635.0,2.13,True,False,False,False,4,No Canceló
2153mrefk,1,1,0,1,0,37,1,1,2,1,0,1,1,0,1,1,1,99.2,3754.6,3.3066666666666666,False,False,True,False,6,Canceló
2154kvjff,1,1,0,0,0,15,1,1,2,0,1,0,0,0,0,0,1,79.75,1111.85,2.658333333333333,False,False,True,False,3,Canceló
2155amqrx,0,1,0,0,0,28,1,1,1,0,0,0,1,0,0,0,1,54.9,1505.15,1.8299999999999998,False,True,False,False,3,No Canceló
2157mxbjs,1,0,0,1,0,13,1,1,1,0,0,1,0,1,1,1,1,75.3,989.45,2.51,False,False,False,True,5,Canceló
2159turxx,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,20.05,95.55,0.6683333333333333,False,True,False,False,1,No Canceló
2160gpfxd,0,0,0,1,1,54,1,1,1,1,1,0,1,0,0,2,1,65.65,3566.7,2.1883333333333335,False,True,False,False,5,No Canceló
2162frzaa,0,0,0,1,1,63,0,0,1,0,1,1,1,0,0,2,0,39.35,2395.05,1.3116666666666668,True,False,False,False,3,No Canceló
2164soqxl,0,1,0,1,1,20,1,0,0,0,0,0,0,0,0,0,0,20.05,406.05,0.6683333333333333,False,False,False,True,1,No Canceló
2165voegb,1,1,0,0,1,46,1,0,2,1,1,0,1,1,1,1,1,105.2,4822.85,3.506666666666667,True,False,False,False,6,Canceló
2167fqstq,0,1,0,1,0,72,1,1,1,1,1,1,1,1,1,2,1,92.4,6786.1,3.08,False,False,True,False,8,No Canceló
2169rrlfw,0,1,0,1,0,71,1,1,0,0,0,0,0,0,0,2,0,25.6,1888.25,0.8533333333333334,False,True,False,False,2,No Canceló
2171udmfd,0,0,0,1,1,32,1,0,0,0,0,0,0,0,0,0,1,19.45,674.55,0.6483333333333333,False,True,False,False,1,No Canceló
2172ejxvf,0,1,1,0,0,71,1,1,2,0,1,1,0,1,1,1,1,105.9,7521.95,3.5300000000000002,False,False,True,False,6,No Canceló
2176lvpnx,0,1,1,0,0,71,1,1,1,1,1,1,1,1,1,2,0,89.85,6293.45,2.9949999999999997,False,False,False,True,8,No Canceló
2176osjuv,0,0,0,1,0,71,1,1,1,1,1,0,1,0,0,2,0,65.15,4681.75,2.171666666666667,True,False,False,False,5,No Canceló
2178pmgcj,0,0,0,0,0,22,1,0,2,0,0,0,0,0,0,0,1,69.7,1490.4,2.3233333333333333,False,False,False,True,1,No Canceló
2180dxneg,1,1,0,0,0,12,1,0,2,0,0,1,0,1,1,0,1,96.0,1062.1,3.2,False,False,True,False,4,Canceló
2181tidsv,0,0,0,1,1,68,1,0,0,0,0,0,0,0,0,2,1,19.95,1303.25,0.6649999999999999,True,False,False,False,1,No Canceló
2181uaesm,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,0,0,53.45,119.5,1.7816666666666667,False,False,True,False,3,No Canceló
2186qzeya,0,1,1,0,0,29,1,1,1,1,1,0,0,0,0,0,1,58.55,1718.95,1.9516666666666667,True,False,False,False,4,No Canceló
2187lzgpl,1,1,0,0,0,7,0,0,1,0,1,0,0,0,1,0,1,40.1,293.3,1.3366666666666667,False,True,False,False,2,Canceló
2187pkzay,0,0,0,0,0,12,1,0,2,0,0,0,0,0,1,0,1,79.95,1043.4,2.665,True,False,False,False,2,No Canceló
2188sxwvt,0,1,0,0,0,34,1,0,1,1,1,0,0,0,0,1,0,55.0,1885.15,1.8333333333333333,False,False,False,True,3,No Canceló
2189uxtky,1,1,0,1,0,22,1,1,1,1,0,0,1,1,1,0,1,79.2,1742.75,2.64,False,False,True,False,6,Canceló
2189wwoew,1,1,0,0,1,15,1,0,2,0,1,0,0,0,1,0,1,85.9,1269.55,2.8633333333333337,True,False,False,False,3,Canceló
2190bcxec,0,1,0,1,0,40,1,1,2,0,0,0,1,0,0,0,1,78.85,3126.85,2.628333333333333,False,True,False,False,3,No Canceló
2190phbhr,0,1,0,1,0,72,1,1,2,1,1,0,0,0,1,2,1,94.45,6921.7,3.1483333333333334,False,True,False,False,5,No Canceló
2192ckrlv,0,1,0,1,0,72,0,0,1,1,1,1,0,0,1,2,1,49.2,3580.95,1.6400000000000001,False,False,True,False,4,No Canceló
2192ozitf,0,1,0,0,0,45,1,1,1,1,0,0,1,0,1,2,0,73.55,3349.1,2.4516666666666667,False,False,False,True,5,No Canceló
2193sfwqw,0,0,0,1,1,72,1,0,2,1,1,1,1,1,1,2,0,111.95,8033.1,3.731666666666667,True,False,False,False,7,No Canceló
2194iiqof,0,1,0,1,0,71,1,1,1,1,1,1,1,1,1,2,0,89.3,6388.65,2.9766666666666666,False,True,False,False,8,No Canceló
2195vvrjf,0,0,1,1,0,18,1,0,1,1,0,0,0,0,1,0,1,59.1,1011.05,1.97,False,True,False,False,3,No Canceló
2195zrvax,1,1,0,1,0,47,1,0,2,0,0,1,0,0,1,0,1,85.3,4045.65,2.8433333333333333,False,False,True,False,3,Canceló
2197omwgi,0,1,1,1,1,68,0,0,1,0,1,1,0,1,1,2,1,53.0,3656.25,1.7666666666666666,False,False,True,False,4,No Canceló
2200dsaal,0,1,0,0,0,68,1,1,1,0,1,1,0,1,1,2,1,80.65,5330.2,2.6883333333333335,False,False,True,False,6,No Canceló
2202cuyxz,1,0,0,0,0,1,1,0,2,0,0,1,0,1,0,0,1,84.85,84.85,2.828333333333333,False,False,True,False,3,Canceló
2202outmo,0,1,0,1,0,34,1,1,1,1,0,0,1,0,0,0,1,60.85,2003.6,2.0283333333333333,True,False,False,False,4,No Canceló
2203ghnwn,0,1,0,1,0,24,1,1,2,0,0,1,0,0,0,0,1,79.65,1928.7,2.6550000000000002,False,False,False,True,3,No Canceló
2205lpvgl,0,0,1,1,1,58,1,1,2,1,1,0,1,0,0,1,1,89.85,5125.75,2.9949999999999997,True,False,False,False,5,No Canceló
2205ymzzj,1,0,1,0,0,7,1,1,2,0,0,0,0,1,0,0,1,84.8,546.95,2.8266666666666667,False,False,True,False,3,Canceló
2207nhrjk,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,50.8,50.8,1.6933333333333331,False,False,True,False,2,Canceló
2207obznx,1,0,0,0,0,7,1,0,1,1,0,0,0,0,0,0,1,51.0,354.05,1.7,False,False,False,True,2,Canceló
2207qpjed,0,1,1,1,0,37,1,0,2,0,0,1,1,1,0,0,0,90.0,3371.75,3.0,False,False,True,False,4,No Canceló
2207ryyrl,0,0,0,1,1,52,1,1,0,0,0,0,0,0,0,2,0,24.55,1331.05,0.8183333333333334,False,False,False,True,2,No Canceló
2208mpxio,0,1,0,1,1,45,1,0,0,0,0,0,0,0,0,2,1,20.0,886.4,0.6666666666666666,True,False,False,False,1,No Canceló
2208nkvvh,0,0,0,1,1,43,1,1,0,0,0,0,0,0,0,2,0,24.25,1077.95,0.8083333333333333,False,False,False,True,2,No Canceló
2208nqbct,0,1,0,1,1,26,1,0,2,1,1,0,0,0,0,0,0,81.95,2070.05,2.731666666666667,False,False,True,False,3,No Canceló
2208ugtgr,0,0,0,0,0,56,1,1,2,0,1,0,0,1,1,0,0,98.6,5581.05,3.2866666666666666,False,False,True,False,5,No Canceló
2209xadxf,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,25.25,25.25,0.8416666666666667,True,False,False,False,0,No Canceló
2211rmnho,0,1,0,1,1,68,1,1,1,0,1,1,1,1,1,2,0,85.3,5560.0,2.8433333333333333,True,False,False,False,7,No Canceló
2212lyask,0,0,0,1,1,27,0,0,1,0,1,1,0,0,1,1,1,45.85,1246.4,1.5283333333333333,False,True,False,False,3,No Canceló
2215zafgx,0,0,0,0,0,9,1,1,2,0,0,0,0,1,0,0,1,85.5,791.7,2.85,False,False,True,False,3,No Canceló
2219mvuso,1,0,0,0,0,8,1,0,1,0,0,0,0,0,0,0,1,45.15,438.4,1.505,False,False,False,True,1,Canceló
2220iahls,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,19.4,19.4,0.6466666666666666,False,True,False,False,1,No Canceló
2223gdshl,0,0,0,1,1,71,1,1,2,1,1,1,1,1,1,2,1,116.05,8297.5,3.868333333333333,True,False,False,False,8,No Canceló
2223kagmx,1,1,0,0,0,15,1,0,0,0,0,0,0,0,0,0,0,19.4,289.3,0.6466666666666666,True,False,False,False,1,Canceló
2225zrgsg,1,1,0,1,1,70,1,1,2,1,1,1,1,0,0,2,0,93.9,6579.05,3.1300000000000003,True,False,False,False,6,Canceló
2226icfdo,0,1,0,1,1,72,1,1,1,1,0,1,1,1,1,2,1,85.9,6110.75,2.8633333333333337,False,True,False,False,7,No Canceló
2227jrsjx,0,1,0,0,0,21,1,0,2,0,1,0,1,1,1,0,1,99.15,1956.4,3.305,True,False,False,False,5,No Canceló
2228bzdee,0,1,0,0,0,54,1,0,0,0,0,0,0,0,0,2,0,20.1,1079.45,0.67,False,False,False,True,1,No Canceló
2229dpmbi,0,1,0,1,1,8,1,0,0,0,0,0,0,0,0,2,0,19.5,162.15,0.65,False,False,False,True,1,No Canceló
2229vwqjh,0,1,0,0,0,24,1,0,1,0,0,1,0,0,0,0,1,49.3,1233.25,1.6433333333333333,False,True,False,False,2,No Canceló
2230xtuwl,0,1,0,1,1,48,1,0,0,0,0,0,0,0,0,2,0,19.55,883.35,0.6516666666666667,False,False,False,True,1,No Canceló
2232dmlxu,1,1,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,55.2,55.2,1.84,False,False,False,True,2,Canceló
2233fagxv,0,1,0,1,1,5,1,1,0,0,0,0,0,0,0,0,1,24.3,132.25,0.81,False,False,False,True,2,No Canceló
2233txsiu,0,0,0,1,1,17,0,0,1,1,0,1,0,1,0,1,0,44.45,792.15,1.4816666666666667,False,True,False,False,3,No Canceló
2234eofpt,0,0,0,1,0,72,1,0,1,1,1,0,1,1,1,2,1,79.35,5753.25,2.645,True,False,False,False,6,No Canceló
2234xaduh,0,1,0,1,1,72,1,1,2,0,1,1,0,1,1,1,1,103.2,7362.9,3.44,False,True,False,False,6,No Canceló
2235dwlju,0,1,1,0,0,6,0,0,1,0,0,0,0,1,1,0,1,44.4,263.05,1.48,False,False,True,False,2,No Canceló
2235ezaik,0,1,0,1,0,72,1,1,1,1,1,1,1,1,0,2,0,79.2,5401.9,2.64,False,True,False,False,7,No Canceló
2235zgkpt,1,1,0,1,1,4,1,1,1,0,0,0,0,0,0,0,0,50.85,239.55,1.695,False,False,False,True,2,Canceló
2236hilpa,0,0,0,1,1,62,1,0,0,0,0,0,0,0,0,2,0,20.65,1218.45,0.6883333333333332,False,True,False,False,1,No Canceló
2237zfsmy,1,1,0,0,0,39,1,0,2,1,0,1,1,1,0,1,1,95.55,3692.85,3.185,False,False,True,False,5,Canceló
2239cfouj,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,20.4,20.4,0.6799999999999999,False,False,False,True,1,No Canceló
2239cgbuz,0,1,0,1,0,51,1,0,1,1,1,0,1,0,0,1,1,60.5,3145.15,2.0166666666666666,True,False,False,False,4,No Canceló
2239jalaw,1,0,0,0,0,58,1,1,2,0,1,1,0,1,1,1,1,103.25,6017.65,3.441666666666667,True,False,False,False,6,Canceló
2240hsjqd,0,0,0,0,1,38,1,1,2,0,1,0,0,0,0,0,1,81.85,3141.7,2.728333333333333,False,False,False,True,3,No Canceló
